INSTANCESITUATION,FIRSTOCCURRENCE_UTC,Interval
Percent cpu idle,1466435638,2883
Percent CPU Utilization,1466438521,1582
Disk service queue full,1466440103,3335
Disk service queue full,1466443438,63
Percent CPU Utilization,1466443501,2337
Percent CPU Utilization,1466445838,300
Service status,1466446138,2883
Percent CPU Utilization,1466449021,420
Percent space used,1466449441,597
Disk service queue full,1466450038,4465
Disk service queue full,1466454503,935
Percent CPU Utilization,1466455438,2400
Percent CPU Utilization,1466457838,603
Disk service queue full,1466458441,3060
15 Minute Average PageIn/PageOut,1466461501,718
Disk service queue full,1466462219,2582
Disk service queue full,1466464801,60
15 Minute Average PageIn/PageOut,1466464861,658
Service status,1466465519,1742
Disk service queue full,1466467261,3360
Disk service queue full,1466470621,417
Percent space used,1466471038,3
Percent CPU Utilization,1466471041,7020
Disk service queue full,1466478061,0
Disk service queue full,1466478061,0
Disk service queue full,1466478061,60
Percent CPU Utilization,1466478121,120
Percent CPU Utilization,1466478241,718
Percent CPU Utilization,1466478959,182
Percent CPU Utilization,1466479141,4920
Percent CPU Utilization,1466484061,1260
Percent space used,1466485321,13020
Percent CPU Utilization,1466498341,297
cpu_busy : CPU Status,1466498638,0
Percent cpu idle,1466498638,5100
Percent cpu idle,1466503738,3183
Percent cpu idle,1466506921,60
Percent CPU Utilization,1466506981,0
Service status,1466506981,0
Percent space used,1466506981,2460
Disk service queue full,1466509441,120
Disk service queue full,1466509561,177
Disk service queue full,1466509738,843
Disk service queue full,1466510581,2157
15 Minute Average PageIn/PageOut,1466512738,1683
Percent CPU Utilization,1466514421,60
Disk service queue full,1466514481,57
Disk service queue full,1466514538,5701
15 Minute Average PageIn/PageOut,1466520239,3864
Disk service queue full,1466524103,1235
Disk service queue full,1466525338,4623
Service status,1466529961,5460
Percent space used,1466535421,420
Used Memory Pct,1466535841,5098
Percent CPU Utilization,1466540939,3600
Percent CPU Utilization,1466544539,3362
Percent CPU Utilization,1466547901,718
Percent CPU Utilization,1466548619,2642
Percent space used,1466551261,0
Percent CPU Utilization,1466551261,658
Percent CPU Utilization,1466551919,1284
Percent space used,1466553203,3818
Percent CPU Utilization,1466557021,420
cpu_busy : CPU Status,1466557441,600
Percent cpu idle,1466558041,4798
Percent cpu idle,1466562839,662
Percent space used,1466563501,60
Percent cpu idle,1466563561,120
Percent CPU Utilization,1466563681,11758
Percent CPU Utilization,1466575439,6300
Percent space used,1466581739,2700
Percent CPU Utilization,1466584439,600
Disk service queue full,1466585039,0
Disk service queue full,1466585039,2643
Qoverflow per Sec,1466587682,2457
Pkts Sent Errors per Sec,1466590139,1500
Pkts Recv Errors per Sec,1466591639,1743
Bad Pkts Recvd per Sec,1466593382,0
Sent Pkts Dropped per Sec,1466593382,3600
Percent CPU Utilization,1466596982,9957
Qoverflow per Sec,1466606939,4764
Pkts Recv Errors per Sec,1466611703,159
Sent Pkts Dropped per Sec,1466611862,6599
Qoverflow per Sec,1466618461,3360
Sent Pkts Dropped per Sec,1466621821,420
Disk service queue full,1466622241,12060
15 Minute Average PageIn/PageOut,1466634301,718
Pkts Sent Errors per Sec,1466635019,1020
Disk service queue full,1466636039,1622
15 Minute Average PageIn/PageOut,1466637661,0
Pkts Recv Errors per Sec,1466637661,658
Qoverflow per Sec,1466638319,5102
Sent Pkts Dropped per Sec,1466643421,422
Pkts Recv Errors per Sec,1466643843,8060
Pkts Recv Errors per Sec,1466651903,4479
Qoverflow per Sec,1466656382,840
Pkts Sent Errors per Sec,1466657222,5517
Disk service queue full,1466662739,3300
Disk service queue full,1466666039,1800
Sent Pkts Dropped per Sec,1466667839,2700
Percent CPU Utilization,1466670539,423
Pkts Recv Errors per Sec,1466670962,477
Service status,1466671439,0
Percent CPU Utilization,1466671439,2523
Pkts Recv Errors per Sec,1466673962,777
Sent Pkts Dropped per Sec,1466674739,3300
Pkts Recv Errors per Sec,1466678039,1743
Pkts Recv Errors per Sec,1466679782,0
Pkts Sent Errors per Sec,1466679782,3060
Percent CPU Utilization,1466682842,540
Pkts Recv Errors per Sec,1466683382,4257
Qoverflow per Sec,1466687639,300
Sent Pkts Dropped per Sec,1466687939,13023
Percent space used,1466700962,4677
Sent Pkts Dropped per Sec,1466705639,2583
Percent space used,1466708222,420
Pkts Recv Errors per Sec,1466708642,4560
Pkts Recv Errors per Sec,1466713202,0
Qoverflow per Sec,1466713202,0
Bad Pkts Recvd per Sec,1466713202,60
Sent Pkts Dropped per Sec,1466713262,1440
Percent CPU Utilization,1466714702,3537
Sent Pkts Dropped per Sec,1466718239,543
Disk service queue full,1466718782,0
Disk service queue full,1466718782,120
Disk service queue full,1466718902,1680
ccc_prcmis_xuxc_std,1466720582,0
ccc_prcmis_xuxc_std,1466720582,180
ccc_prcmis_xuxc_std,1466720762,658
Pkts Sent Errors per Sec,1466721420,2161
Pkts Recv Errors per Sec,1466723581,481
Qoverflow per Sec,1466724062,658
Sent Pkts Dropped per Sec,1466724720,242
Qoverflow per Sec,1466724962,0
Pkts Recv Errors per Sec,1466724962,180
Pkts Sent Errors per Sec,1466725142,2759
Sent Pkts Dropped per Sec,1466727901,1681
Sent Pkts Dropped per Sec,1466729582,0
Qoverflow per Sec,1466729582,0
Sent Pkts Dropped per Sec,1466729582,240
Percent CPU Utilization,1466729822,420
Pkts Recv Errors per Sec,1466730242,420
Sent Pkts Dropped per Sec,1466730662,1077
Pkts Sent Errors per Sec,1466731739,243
Pkts Recv Errors per Sec,1466731982,3321
Qoverflow per Sec,1466735303,36
Pkts Sent Errors per Sec,1466735339,1863
Sent Pkts Dropped per Sec,1466737202,1200
cpu_busy : CPU Status,1466738402,240
Percent CPU Utilization,1466738642,2160
Sent Pkts Dropped per Sec,1466740802,1980
Qoverflow per Sec,1466742782,657
Pkts Recv Errors per Sec,1466743439,183
Percent cpu idle,1466743622,0
Percent cpu idle,1466743622,60
Pkts Sent Errors per Sec,1466743682,960
Percent cpu idle,1466744642,420
Qoverflow per Sec,1466745062,120
Sent Pkts Dropped per Sec,1466745182,120
Pkts Recv Errors per Sec,1466745302,1920
Sent Pkts Dropped per Sec,1466747222,0
Disk service queue full,1466747222,60
Percent CPU Utilization,1466747282,0
Pkts Recv Errors per Sec,1466747282,657
15 Minute Average PageIn/PageOut,1466747939,723
15 Minute Average PageIn/PageOut,1466748662,2280
15 Minute Average PageIn/PageOut,1466750942,120
15 Minute Average PageIn/PageOut,1466751062,120
Qoverflow per Sec,1466751182,58
Sent Pkts Dropped per Sec,1466751240,0
Qoverflow per Sec,1466751240,0
Pkts Recv Errors per Sec,1466751240,542
Sent Pkts Dropped per Sec,1466751782,240
Bad Pkts Recvd per Sec,1466752022,0
Pkts Recv Errors per Sec,1466752022,60
Pkts Sent Errors per Sec,1466752082,1620
Qoverflow per Sec,1466753702,0
Sent Pkts Dropped per Sec,1466753702,0
Pkts Recv Errors per Sec,1466753702,240
Qoverflow per Sec,1466753942,1740
Sent Pkts Dropped per Sec,1466755682,1380
Qoverflow per Sec,1466757062,0
Sent Pkts Dropped per Sec,1466757062,177
Percent space used,1466757239,1083
Qoverflow per Sec,1466758322,60
Pkts Sent Errors per Sec,1466758382,2760
Pkts Recv Errors per Sec,1466761142,1560
Sent Pkts Dropped per Sec,1466762702,0
Percent CPU Utilization,1466762702,0
Pkts Recv Errors per Sec,1466762702,120
Pkts Sent Errors per Sec,1466762822,1618
Qoverflow per Sec,1466764440,1199
Sent Pkts Dropped per Sec,1466765639,123
Disk service queue full,1466765762,0
Disk service queue full,1466765762,180
Qoverflow per Sec,1466765942,240
Sent Pkts Dropped per Sec,1466766182,0
Pkts Sent Errors per Sec,1466766182,1800
Pkts Recv Errors per Sec,1466767982,1800
Sent Pkts Dropped per Sec,1466769782,3180
Pkts Sent Errors per Sec,1466772962,0
Sent Pkts Dropped per Sec,1466772962,180
Qoverflow per Sec,1466773142,1440
Percent space used,1466774582,2345
Pkts Recv Errors per Sec,1466776927,712
Percent space used,1466777639,63
Pkts Sent Errors per Sec,1466777702,118
Sent Pkts Dropped per Sec,1466777820,0
Percent CPU Utilization,1466777820,0
Qoverflow per Sec,1466777820,60
Sent Pkts Dropped per Sec,1466777880,182
Pkts Recv Errors per Sec,1466778062,0
Sent Pkts Dropped per Sec,1466778062,2520
Pkts Sent Errors per Sec,1466780582,0
Pkts Recv Errors per Sec,1466780582,60
Qoverflow per Sec,1466780642,0
Sent Pkts Dropped per Sec,1466780642,3060
Sent Pkts Dropped per Sec,1466783702,360
Bad Pkts Recvd per Sec,1466784062,120
Percent CPU Utilization,1466784182,60
Disk service queue full,1466784242,2220
Disk service queue full,1466786462,0
Pkts Recv Errors per Sec,1466786462,120
Pkts Recv Errors per Sec,1466786582,1980
Sent Pkts Dropped per Sec,1466788562,0
Qoverflow per Sec,1466788562,180
Pkts Recv Errors per Sec,1466788742,1260
Pkts Recv Errors per Sec,1466790002,0
Sent Pkts Dropped per Sec,1466790002,0
Pkts Sent Errors per Sec,1466790002,780
Qoverflow per Sec,1466790782,658
Bad Pkts Recvd per Sec,1466791440,2222
Pkts Sent Errors per Sec,1466793662,0
Sent Pkts Dropped per Sec,1466793662,0
Qoverflow per Sec,1466793662,120
Pkts Recv Errors per Sec,1466793782,840
Bad Pkts Recvd per Sec,1466794622,420
Sent Pkts Dropped per Sec,1466795042,1920
Percent CPU Utilization,1466796962,0
Pkts Recv Errors per Sec,1466796962,420
Qoverflow per Sec,1466797382,0
Pkts Recv Errors per Sec,1466797382,2400
Pkts Sent Errors per Sec,1466799782,1680
Sent Pkts Dropped per Sec,1466801462,960
Sent Pkts Dropped per Sec,1466802422,0
Qoverflow per Sec,1466802422,60
Pkts Recv Errors per Sec,1466802482,1020
Percent CPU Utilization,1466803502,60
Pkts Recv Errors per Sec,1466803562,420
Pkts Sent Errors per Sec,1466803982,2100
Qoverflow per Sec,1466806082,58
Sent Pkts Dropped per Sec,1466806140,1322
Percent CPU Utilization,1466807462,0
Pkts Sent Errors per Sec,1466807462,1260
Pkts Recv Errors per Sec,1466808722,60
Sent Pkts Dropped per Sec,1466808782,2520
Qoverflow per Sec,1466811302,240
Percent space used,1466811542,0
Percent CPU Utilization,1466811542,60
Pkts Recv Errors per Sec,1466811602,1440
Qoverflow per Sec,1466813042,0
Pkts Sent Errors per Sec,1466813042,1798
Sent Pkts Dropped per Sec,1466814840,1382
Qoverflow per Sec,1466816222,420
Pkts Recv Errors per Sec,1466816642,60
cpu_busy : CPU Status,1466816702,1380
Percent CPU Utilization,1466818082,3900
Sent Pkts Dropped per Sec,1466821982,0
Percent cpu idle,1466821982,180
Percent cpu idle,1466822162,1680
Sent Pkts Dropped per Sec,1466823842,1680
Percent cpu idle,1466825522,0
Sent Pkts Dropped per Sec,1466825522,0
Pkts Recv Errors per Sec,1466825522,1740
Qoverflow per Sec,1466827262,240
Pkts Recv Errors per Sec,1466827502,0
Sent Pkts Dropped per Sec,1466827502,0
Bad Pkts Recvd per Sec,1466827502,480
15 Minute Average PageIn/PageOut,1466827982,2160
Pkts Recv Errors per Sec,1466830142,0
Qoverflow per Sec,1466830142,298
Qoverflow per Sec,1466830440,902
Sent Pkts Dropped per Sec,1466831342,1380
Pkts Recv Errors per Sec,1466832722,0
Pkts Sent Errors per Sec,1466832722,0
Qoverflow per Sec,1466832722,60
Pkts Recv Errors per Sec,1466832782,1680
Qoverflow per Sec,1466834462,0
Sent Pkts Dropped per Sec,1466834462,2520
Percent CPU Utilization,1466836982,1520
Pkts Recv Errors per Sec,1466838502,2080
Pkts Sent Errors per Sec,1466840582,0
Percent CPU Utilization,1466840582,0
Qoverflow per Sec,1466840582,60
Sent Pkts Dropped per Sec,1466840642,2660
Percent CPU Utilization,1466843302,940
Sent Pkts Dropped per Sec,1466844242,0
Service status,1466844242,1680
Service status,1466845922,0
Pkts Recv Errors per Sec,1466845922,781
Percent space used,1466846703,1137
Sent Pkts Dropped per Sec,1466847840,2
Service status,1466847842,0
Disk service queue full,1466847842,0
Service status,1466847842,60
Disk service queue full,1466847902,1860
Service status,1466849762,0
Sent Pkts Dropped per Sec,1466849762,1078
Qoverflow per Sec,1466850840,300
Pkts Recv Errors per Sec,1466851140,602
Percent CPU Utilization,1466851742,841
Pkts Recv Errors per Sec,1466852583,0
Qoverflow per Sec,1466852583,2759
Pkts Sent Errors per Sec,1466855342,841
Sent Pkts Dropped per Sec,1466856183,2039
Pkts Recv Errors per Sec,1466858222,480
Qoverflow per Sec,1466858702,3540
Sent Pkts Dropped per Sec,1466862242,0
Pkts Recv Errors per Sec,1466862242,60
Qoverflow per Sec,1466862302,0
Sent Pkts Dropped per Sec,1466862302,1918
Sent Pkts Dropped per Sec,1466864220,182
Qoverflow per Sec,1466864402,0
Pkts Recv Errors per Sec,1466864402,2580
Percent CPU Utilization,1466866982,0
Qoverflow per Sec,1466866982,240
Pkts Sent Errors per Sec,1466867222,1500
Sent Pkts Dropped per Sec,1466868722,0
Qoverflow per Sec,1466868722,0
Sent Pkts Dropped per Sec,1466868722,1860
Pkts Recv Errors per Sec,1466870582,0
Bad Pkts Recvd per Sec,1466870582,58
Qoverflow per Sec,1466870640,182
Pkts Recv Errors per Sec,1466870822,1740
Sent Pkts Dropped per Sec,1466872562,178
Qoverflow per Sec,1466872740,122
Sent Pkts Dropped per Sec,1466872862,0
Pkts Recv Errors per Sec,1466872862,1978
Disk service queue full,1466874840,302
Disk service queue full,1466875142,261
Sent Pkts Dropped per Sec,1466875403,300
Pkts Recv Errors per Sec,1466875703,1719
Sent Pkts Dropped per Sec,1466877422,1141
Qoverflow per Sec,1466878563,539
Pkts Sent Errors per Sec,1466879102,501
Pkts Recv Errors per Sec,1466879603,1419
Pkts Sent Errors per Sec,1466881022,381
Qoverflow per Sec,1466881403,39
Qoverflow per Sec,1466881442,261
Sent Pkts Dropped per Sec,1466881703,459
Pkts Recv Errors per Sec,1466882162,0
Percent space used,1466882162,1500
Pkts Sent Errors per Sec,1466883662,778
Pkts Recv Errors per Sec,1466884440,1562
Qoverflow per Sec,1466886002,180
Sent Pkts Dropped per Sec,1466886182,0
Pkts Sent Errors per Sec,1466886182,60
Qoverflow per Sec,1466886242,3420
Sent Pkts Dropped per Sec,1466889662,0
Pkts Recv Errors per Sec,1466889662,120
Sent Pkts Dropped per Sec,1466889782,1260
Pkts Recv Errors per Sec,1466891042,60
Pkts Recv Errors per Sec,1466891102,0
Qoverflow per Sec,1466891102,1860
Sent Pkts Dropped per Sec,1466892962,0
Percent CPU Utilization,1466892962,1020
Percent CPU Utilization,1466893982,1858
Percent CPU Utilization,1466895840,182
Sent Pkts Dropped per Sec,1466896022,0
Qoverflow per Sec,1466896022,0
ccc_zom_xuxc_std,1466896022,1800
ccc_zom_xuxc_std,1466897822,0
Pkts Recv Errors per Sec,1466897822,480
Sent Pkts Dropped per Sec,1466898302,960
Percent CPU Utilization,1466899262,1560
Percent CPU Utilization,1466900822,0
cpu_busy : CPU Status,1466900822,60
Pkts Recv Errors per Sec,1466900882,1380
Pkts Sent Errors per Sec,1466902262,0
Qoverflow per Sec,1466902262,360
Sent Pkts Dropped per Sec,1466902622,0
Background Dump Space Percent free is too low,1466902622,420
Percent cpu idle,1466903042,1200
Percent cpu idle,1466904242,2640
Percent CPU Utilization,1466906882,2640
Qoverflow per Sec,1466909522,0
Pkts Recv Errors per Sec,1466909522,0
Pkts Sent Errors per Sec,1466909522,420
Sent Pkts Dropped per Sec,1466909942,1500
Pkts Recv Errors per Sec,1466911442,0
Qoverflow per Sec,1466911442,1685
Percent CPU Utilization,1466913127,0
Bad Pkts Recvd per Sec,1466913127,415
Sent Pkts Dropped per Sec,1466913542,4621
Percent cpu idle,1466918163,179
Pkts Recv Errors per Sec,1466918342,240
Pkts Recv Errors per Sec,1466918582,0
Qoverflow per Sec,1466918582,1080
Sent Pkts Dropped per Sec,1466919662,2100
Qoverflow per Sec,1466921762,300
Pkts Recv Errors per Sec,1466922062,0
Percent CPU Utilization,1466922062,1620
Qoverflow per Sec,1466923682,1620
Pkts Recv Errors per Sec,1466925302,540
Sent Pkts Dropped per Sec,1466925842,1620
Percent CPU Utilization,1466927462,0
Pkts Recv Errors per Sec,1466927462,960
Pkts Recv Errors per Sec,1466928422,418
Pkts Recv Errors per Sec,1466928840,1800
Qoverflow per Sec,1466930640,0
Sent Pkts Dropped per Sec,1466930640,1682
Sent Pkts Dropped per Sec,1466932322,0
Percent CPU Utilization,1466932322,121
Pkts Recv Errors per Sec,1466932443,0
Qoverflow per Sec,1466932443,359
Sent Pkts Dropped per Sec,1466932802,1380
Disk service queue full,1466934182,58
Disk service queue full,1466934240,1500
Pkts Recv Errors per Sec,1466935740,1500
Qoverflow per Sec,1466937240,1142
Sent Pkts Dropped per Sec,1466938382,0
Pkts Recv Errors per Sec,1466938382,0
Percent space used,1466938382,120
Service status,1466938502,240
Percent CPU Utilization,1466938742,241
Pkts Sent Errors per Sec,1466938983,0
Pkts Recv Errors per Sec,1466938983,57
Qoverflow per Sec,1466939040,1202
Bad Pkts Recvd per Sec,1466940242,0
Sent Pkts Dropped per Sec,1466940242,0
Pkts Recv Errors per Sec,1466940242,60
Sent Pkts Dropped per Sec,1466940302,1560
Sent Pkts Dropped per Sec,1466941862,0
Pkts Recv Errors per Sec,1466941862,178
Pkts Recv Errors per Sec,1466942040,123
Qoverflow per Sec,1466942163,59
Sent Pkts Dropped per Sec,1466942222,361
Bad Pkts Recvd per Sec,1466942583,839
Pkts Recv Errors per Sec,1466943422,2160
Qoverflow per Sec,1466945582,0
Disk service queue full,1466945582,120
Sent Pkts Dropped per Sec,1466945702,2400
Disk service queue full,1466948102,0
Qoverflow per Sec,1466948102,238
Pkts Sent Errors per Sec,1466948340,3242
Sent Pkts Dropped per Sec,1466951582,0
Pkts Recv Errors per Sec,1466951582,120
Pkts Sent Errors per Sec,1466951702,1138
Pkts Recv Errors per Sec,1466952840,302
Qoverflow per Sec,1466953142,2940
Sent Pkts Dropped per Sec,1466956082,4560
Pkts Sent Errors per Sec,1466960642,0
Qoverflow per Sec,1466960642,60
Pkts Recv Errors per Sec,1466960702,2160
Sent Pkts Dropped per Sec,1466962862,778
Pkts Recv Errors per Sec,1466963640,3482
Pkts Recv Errors per Sec,1466967122,0
Pkts Sent Errors per Sec,1466967122,60
Qoverflow per Sec,1466967182,241
Bad Pkts Recvd per Sec,1466967423,425
Sent Pkts Dropped per Sec,1466967848,2634
Qoverflow per Sec,1466970482,3300
Pkts Recv Errors per Sec,1466973782,1
Service status,1466973783,239
Sent Pkts Dropped per Sec,1466974022,2221
Pkts Recv Errors per Sec,1466976243,560
Sent Pkts Dropped per Sec,1466976803,37
Qoverflow per Sec,1466976840,542
Pkts Recv Errors per Sec,1466977382,0
Sent Pkts Dropped per Sec,1466977382,1
Pkts Recv Errors per Sec,1466977383,59
Disk service queue full,1466977442,0
ccc_prcmis_xuxc_std,1466977442,2220
Percent space used,1466979662,1441
Background Dump Space Percent free is too low,1466981103,2820
Sent Pkts Dropped per Sec,1466983923,780
Pkts Recv Errors per Sec,1466984703,1379
Qoverflow per Sec,1466986082,1
Sent Pkts Dropped per Sec,1466986083,59
Disk service queue full,1466986142,2521
Pkts Recv Errors per Sec,1466988663,360
Qoverflow per Sec,1466989023,0
Pkts Sent Errors per Sec,1466989023,0
Sent Pkts Dropped per Sec,1466989023,120
Sent Pkts Dropped per Sec,1466989143,300
Percent CPU Utilization,1466989443,1139
Percent CPU Utilization,1466990582,0
Pkts Recv Errors per Sec,1466990582,1
Pkts Recv Errors per Sec,1466990583,240
Pkts Recv Errors per Sec,1466990823,1680
Qoverflow per Sec,1466992503,239
Pkts Recv Errors per Sec,1466992742,1
Qoverflow per Sec,1466992743,60
cpu_busy : CPU Status,1466992803,1380
Sent Pkts Dropped per Sec,1466994183,720
Qoverflow per Sec,1466994903,0
Pkts Sent Errors per Sec,1466994903,480
Bad Pkts Recvd per Sec,1466995383,960
Percent cpu idle,1466996343,2159
Percent cpu idle,1466998502,0
Sent Pkts Dropped per Sec,1466998502,1
Qoverflow per Sec,1466998503,539
Pkts Sent Errors per Sec,1466999042,901
Pkts Recv Errors per Sec,1466999943,0
Pkts Sent Errors per Sec,1466999943,240
Used Memory Pct,1467000183,20
Percent cpu idle,1467000203,1900
Qoverflow per Sec,1467002103,300
Sent Pkts Dropped per Sec,1467002403,2700
Percent CPU Utilization,1467005103,0
Pkts Recv Errors per Sec,1467005103,480
Qoverflow per Sec,1467005583,1140
Sent Pkts Dropped per Sec,1467006723,1200
Pkts Recv Errors per Sec,1467007923,0
Pkts Recv Errors per Sec,1467007923,118
Disk service queue full,1467008041,2
Disk service queue full,1467008043,0
Disk service queue full,1467008043,600
Percent cpu idle,1467008643,1920
Percent cpu idle,1467010563,0
Disk service queue full,1467010563,720
Disk service queue full,1467011283,660
Disk service queue full,1467011943,1440
Service status,1467013383,60
Service status,1467013443,0
Qoverflow per Sec,1467013443,60
Pkts Recv Errors per Sec,1467013503,3120
Sent Pkts Dropped per Sec,1467016623,419
Bad Pkts Recvd per Sec,1467017042,1
Disk service queue full,1467017043,60
Disk service queue full,1467017103,2640
Used Memory Pct,1467019743,1560
Disk service queue full,1467021303,0
Disk service queue full,1467021303,1920
Disk service queue full,1467023223,0
Pkts Sent Errors per Sec,1467023223,418
Pkts Recv Errors per Sec,1467023641,1022
Qoverflow per Sec,1467024663,0
Sent Pkts Dropped per Sec,1467024663,0
Service status,1467024663,0
Disk service queue full,1467024663,720
Pkts Recv Errors per Sec,1467025383,0
Qoverflow per Sec,1467025383,600
Sent Pkts Dropped per Sec,1467025983,0
Pkts Recv Errors per Sec,1467025983,0
Qoverflow per Sec,1467025983,180
Pkts Recv Errors per Sec,1467026163,2340
Qoverflow per Sec,1467028503,120
Pkts Recv Errors per Sec,1467028623,360
Sent Pkts Dropped per Sec,1467028983,0
Qoverflow per Sec,1467028983,0
Sent Pkts Dropped per Sec,1467028983,657
Pkts Recv Errors per Sec,1467029640,843
Disk service queue full,1467030483,0
Pkts Recv Errors per Sec,1467030483,1380
Qoverflow per Sec,1467031863,780
Disk service queue full,1467032643,2940
Sent Pkts Dropped per Sec,1467035583,480
Pkts Sent Errors per Sec,1467036063,0
Qoverflow per Sec,1467036063,0
Pkts Recv Errors per Sec,1467036063,60
Bad Pkts Recvd per Sec,1467036123,0
Sent Pkts Dropped per Sec,1467036123,0
Pkts Recv Errors per Sec,1467036123,0
Sent Pkts Dropped per Sec,1467036123,60
Sent Pkts Dropped per Sec,1467036183,1820
Bad Pkts Recvd per Sec,1467038003,1
Qoverflow per Sec,1467038004,579
Sent Pkts Dropped per Sec,1467038583,0
Sent Pkts Dropped per Sec,1467038583,780
Qoverflow per Sec,1467039363,0
Pkts Sent Errors per Sec,1467039363,360
Pkts Recv Errors per Sec,1467039723,0
Sent Pkts Dropped per Sec,1467039723,0
Pkts Sent Errors per Sec,1467039723,0
Qoverflow per Sec,1467039723,60
Sent Pkts Dropped per Sec,1467039783,0
Pkts Recv Errors per Sec,1467039783,2400
Disk service queue full,1467042183,0
Pkts Recv Errors per Sec,1467042183,0
Disk service queue full,1467042183,840
Pkts Recv Errors per Sec,1467043023,80
Pkts Sent Errors per Sec,1467043103,160
Qoverflow per Sec,1467043263,600
Pkts Recv Errors per Sec,1467043863,1500
15 Minute Average PageIn/PageOut,1467045363,0
Service status,1467045363,1020
Disk service queue full,1467046383,1560
Percent cpu idle,1467047943,0
Percent cpu idle,1467047943,1320
Service status,1467049263,0
Service status,1467049263,120
Disk service queue full,1467049383,1740
Service status,1467051123,0
Service status,1467051123,960
Disk service queue full,1467052083,1740
Service status,1467053823,360
Service status,1467054183,0
Service status,1467054183,60
Service status,1467054243,0
Service status,1467054243,2400
Service status,1467056643,0
Service status,1467056643,0
Percent CPU Utilization,1467056643,420
Percent CPU Utilization,1467057063,720
Percent CPU Utilization,1467057783,240
Percent CPU Utilization,1467058023,2460
Percent CPU Utilization,1467060483,1860
Percent CPU Utilization,1467062343,0
Percent CPU Utilization,1467062343,2460
Percent CPU Utilization,1467064803,0
Percent space used,1467064803,3360
Percent space used,1467068163,0
Percent page file used,1467068163,420
,1467068583,300
,1467068883,2160
,1467071043,1680
,1467072723,0
,1467072723,0
,1467072723,420
,1467073143,2280
,1467075423,360
,1467075783,60
,1467075843,2400
,1467078243,0
,1467078243,0
,1467078243,1620
,1467079863,598
,1467080461,6442
,1467086903,10421
,1467097324,300
,1467097624,0
,1467097624,2779
,1467100403,1
,1467100404,11380
,1467111784,160819
,1467272603,0
,1467272603,11982
,1467284585,33918
,1467318503,0
,1467318503,3600
,1467322103,1
,1467322104,1199
,1467323303,0
,1467323303,172540
,1467495843,65099
,1467560942,4500
,1467565442,10800
,1467576242,25800
,1467602042,18301
,1467620343,22500
,1467642843,29700
,1467672543,9600
,1467682143,903
,1467683046,0
